,Date,open_nifty,open_ftse,open_gold,put_price_nifty,put_price_ftse,put_price_gold,delta_nifty,delta_ftse,delta_gold
0,2000-11-03,1225.0,6392.0,264.8,0.5784812859635053,3.3006876884878693,0.08436575707540328,-0.3561258794283347,-0.4975394118413437,-0.4962874318964575
1,2000-11-06,1242.15,6385.39990234375,265.2,0.6118802205087945,3.2974364558713205,0.08440664559810784,-0.3652727298838222,-0.4976718637748226,-0.4964969104734794
2,2000-11-07,1239.0,6431.0,265.15,0.5821179427753123,3.3166654466858745,0.0838952905306769,-0.35439849934267004,-0.4975054991013107,-0.4962132949302935
3,2000-11-08,1246.65,6466.89990234375,264.65,0.5636722285433962,3.3493273513317945,0.08360266878176503,-0.3437372598407946,-0.4973320576405653,-0.49591268113564485
4,2000-11-09,1266.75,6477.39990234375,265.05,0.6373525405915075,3.065826207979626,0.08366667330170685,-0.3679162284510391,-0.49752823329470813,-0.4965032932051766
5,2000-11-10,1271.35,6442.2001953125,265.95,0.5718371333034611,3.070301580469277,0.08013824083803911,-0.35822337962144934,-0.49754185721545313,-0.4963534246552084
6,2000-11-13,1239.35,6400.2001953125,264.75,0.5023486691596872,2.7235705820489784,0.07805723370589135,-0.3330834763506969,-0.49684639493889726,-0.4956260579982737
7,2000-11-14,1207.2,6274.7998046875,264.55,0.566460654564537,2.992923114512905,0.05301464375972387,-0.35328303131366595,-0.4973176920057359,-0.49414621442305023
8,2000-11-15,1245.0,6412.89990234375,264.6,0.6448630123276757,3.2622745810108427,0.04169236996796144,-0.37241628245692465,-0.4977147377525485,-0.4934593479465021
9,2000-11-16,1246.6,6432.2998046875,264.85,0.6116693914892721,3.192844586766114,0.04205412208474968,-0.3591182856273514,-0.4974514448626156,-0.4928412550501314
10,2000-11-17,1232.35,6430.39990234375,265.85,0.627834332350858,3.052131597391508,0.04424385963559985,-0.37098063787863444,-0.49758575134924726,-0.4937883384924582
11,2000-11-20,1236.0,6440.10009765625,266.25,0.5920819336241152,2.9743399521285028,0.044346869170738046,-0.36578456711062657,-0.4975328483825409,-0.49379466470649497
12,2000-11-21,1236.95,6345.0,266.45,0.5269066039724066,3.045431193535478,0.04415829699567553,-0.349092779771527,-0.49744899877218784,-0.4933176478260143
13,2000-11-22,1235.85,6377.7001953125,265.85,0.5936826481994899,3.0303291888699277,0.044208551585199984,-0.3797594892155035,-0.4979164917750215,-0.49470089118308175
14,2000-11-23,1221.2,6221.39990234375,267.25,0.5351127312889616,3.3160443274264253,0.04675204680074785,-0.3702859006874287,-0.4980486130275959,-0.49483655176559704
15,2000-11-24,1216.05,6287.2998046875,266.05,0.49230075824038977,3.1745716445811922,0.0475526051741042,-0.351905759623112,-0.49772130785376817,-0.49425488287408426
16,2000-11-27,1225.4,6327.60009765625,265.75,0.4794563258845983,3.1586015752086496,0.032783380347069624,-0.35324926756979635,-0.49779828325300407,-0.49218753709113533
17,2000-11-28,1252.9,6374.7001953125,270.0,0.48759540384560296,3.141819960022076,0.05174134468859393,-0.3401481182364063,-0.4974867252870187,-0.49414104554711125
18,2000-11-29,1272.25,6249.7998046875,269.6,0.5371663767432437,3.2570346642264667,0.051474986209569806,-0.35897035154100015,-0.4978473453253551,-0.49479504763300525
19,2000-11-30,1264.75,6164.89990234375,266.9,0.5417514119230304,3.2940225930829,0.05844418348200975,-0.36519417175788516,-0.4979889221394352,-0.4956704186140746
20,2000-12-01,1268.1,6142.2001953125,270.45,0.45422759202756424,3.2223205978348233,0.06824632017520571,-0.32220991873292315,-0.49737098103365646,-0.49499449019447384
21,2000-12-04,1276.25,6170.39990234375,269.75,0.48317930015491584,3.2520191694420646,0.06852040690728245,-0.3425921376587651,-0.4977258961975429,-0.49573114934305595
22,2000-12-05,1275.7,6158.7001953125,270.9,0.44680369552395405,3.203017985925271,0.06936823937812164,-0.3325369761425133,-0.49764194626809816,-0.4956411889343219
23,2000-12-06,1284.85,6299.0,270.6,0.48341779676428587,3.617626806928456,0.0696520207910396,-0.3539571344601009,-0.49809199999830495,-0.4962790383088253
24,2000-12-07,1298.9,6273.2998046875,274.75,0.4675305429711898,3.5713400319832544,0.0806376045348145,-0.3409924912544535,-0.4979133767994812,-0.4963778724227576
25,2000-12-08,1303.3,6231.39990234375,273.75,0.44803390848704794,3.5351818055037256,0.08101224444607169,-0.3303574854423129,-0.4977835768525429,-0.4961688517018225
26,2000-12-11,1313.7,6288.2998046875,272.75,0.47357068084085086,3.628265112504778,0.08205070646530999,-0.3472482958059867,-0.49804688163134386,-0.4966734076705312
27,2000-12-12,1332.2,6370.2998046875,270.65,0.44793318901628254,3.7690507550460097,0.08452052383418618,-0.3257630908181298,-0.49780213641796195,-0.4962609059045927
28,2000-12-13,1333.8,6390.39990234375,270.95,0.3955293532995938,3.767192050160247,0.08336828001691288,-0.32320732180606615,-0.49797497115873096,-0.49654889538644
29,2000-12-14,1354.45,6403.0,269.25,0.29845999256292544,3.541716922337855,0.0850029273601649,-0.29068633526481547,-0.49781991192411174,-0.4965231465241868
30,2000-12-15,1349.25,6263.7998046875,270.05,0.21912495401039678,3.4581625475370856,0.08545348221178983,-0.26316893369613514,-0.49787739723918706,-0.49663506820282055
31,2000-12-18,1310.15,6175.7998046875,271.0,0.27746679267289664,3.4847451670848386,0.08580455412365495,-0.26651633704427363,-0.4974424216521766,-0.4958105672933515
32,2000-12-19,1317.75,6246.5,270.25,0.304633278389872,3.622338096947715,0.08597497727905079,-0.29265715235684503,-0.4978420684945313,-0.4964536066774846
33,2000-12-20,1312.8,6295.0,270.5,0.33733701193108345,3.6927036698348275,0.08612741427290871,-0.31413232031241256,-0.49805203886231825,-0.496806840865425
34,2000-12-21,1294.25,6176.7001953125,273.45,0.31309362214420844,3.687566321445047,0.09114278051811198,-0.2891276118431474,-0.4977357111315557,-0.49633077135173764
35,2000-12-22,1278.95,6115.5,274.25,0.3844618216147069,3.669485200920917,0.09116834112893457,-0.3310632095390384,-0.4981114850398899,-0.496979181034371
36,2000-12-27,1212.15,6097.5,274.55,0.5580872202845626,3.363668494099329,0.09048143615078175,-0.35635301594274227,-0.4977177705550176,-0.49649205242522726
37,2000-12-28,1229.35,6218.2001953125,275.25,0.6479091221103772,3.6003067728624956,0.08946629687250152,-0.3875337812359884,-0.4982024992306349,-0.497162178037462
38,2000-12-29,1249.0,6223.2001953125,272.45,0.6520822421432513,3.575852410690459,0.0938140456092924,-0.3808112788413358,-0.4980745020972797,-0.4971044564853265
39,2001-01-02,1254.25,6222.5,272.75,0.5693323676065916,3.533803026474743,0.08387770931327054,-0.35519803756520874,-0.49776896473217264,-0.49627047231625604
40,2001-01-03,1271.8,6174.7001953125,269.25,0.5572456428882333,3.3289546067908304,0.08997021906580471,-0.3473383554448229,-0.497572013722152,-0.4963659466121255
41,2001-01-04,1291.3,6039.89990234375,268.05,0.5979513280772153,3.4159090691964593,0.08620130822725969,-0.35718750763937884,-0.49776696392601716,-0.49642649943749245
42,2001-01-05,1307.55,6185.60009765625,267.45,0.6251711142848535,3.8127772976990855,0.07815727220008739,-0.36250316058682824,-0.4979515992553539,-0.4962072035496616
43,2001-01-08,1327.35,6198.10009765625,268.35,0.6540168569105163,3.8129668921033044,0.07885181940517327,-0.36672416954525344,-0.49798133684052215,-0.496293415396567
44,2001-01-09,1309.2,6149.60009765625,268.55,0.7036286646355165,3.81616116637133,0.07808812576615765,-0.38450711041792185,-0.49819833883999304,-0.49669020487142035
45,2001-01-10,1311.65,6088.10009765625,267.55,0.67617221172668,3.532024582556005,0.07821643791140787,-0.3742404860638645,-0.4979740994280723,-0.496428966154088
46,2001-01-11,1287.5,6059.89990234375,264.9,0.6744622859715719,3.5168366930292905,0.06795443649198774,-0.37327902539736946,-0.49792638096515596,-0.4958672768723478
47,2001-01-12,1280.45,6114.89990234375,264.3,0.6230965348835866,3.585429919076887,0.06746942878490358,-0.35415294979080764,-0.49766243359126094,-0.49521759698300843
48,2001-01-15,1286.85,6165.5,264.5,0.6454536674699511,3.6077629286742194,0.06759973731547575,-0.36270159194412677,-0.49779029724217727,-0.4955187653078682
49,2001-01-16,1287.0,6170.2998046875,263.65,0.6970740619391904,3.5065424358385826,0.06556192091360913,-0.38776884968045955,-0.4981422315898143,-0.49630382322039157
50,2001-01-17,1299.4,6083.2998046875,263.75,0.6431393861176389,3.522712172438787,0.06524579013586163,-0.36171265951618425,-0.49777700143759174,-0.49538904388224203
51,2001-01-18,1297.95,6197.39990234375,263.8,0.6425020437527564,3.8087806518738034,0.06390997375862639,-0.3678613991892531,-0.4979947144523727,-0.49560877449058277
52,2001-01-19,1306.0,6209.89990234375,264.8,0.6606939275374089,3.587026106999474,0.06456983576990183,-0.37229288486402173,-0.4979598110222811,-0.49576235272884284
53,2001-01-22,1329.3,6209.2998046875,265.55,0.5882843616947753,3.4727383607823867,0.06432447493793347,-0.3493284617475979,-0.4976635527331964,-0.4951719428924105
54,2001-01-23,1347.95,6232.0,267.5,0.5956850220350134,3.4175039931669744,0.06806505298143861,-0.34565625222224206,-0.4975461105273355,-0.49521397768829023
55,2001-01-24,1355.35,6214.7001953125,266.55,0.6013692316780066,3.373906626276039,0.06819657574189364,-0.3468567900876436,-0.49754675477835386,-0.4952796844655048
56,2001-01-25,1366.05,6264.39990234375,264.95,0.6452031754893142,3.225022854282088,0.06138122790557077,-0.36799990851212583,-0.4978130150782705,-0.4956295480199593
57,2001-01-29,1368.55,6294.2998046875,263.55,0.6088054860667285,3.171884131369552,0.06059714608727518,-0.3579342010383626,-0.49766377128562184,-0.4953540969296233
58,2001-01-30,1342.1,6317.0,263.15,0.3122250009400318,3.1718989525825236,0.05994338254291165,-0.2898772926194265,-0.49751994430619023,-0.49501569505289406
59,2001-01-31,1385.85,6334.5,266.0,0.38153965707141424,2.949528502963858,0.0683565942700568,-0.3006619927720364,-0.4972163396695012,-0.495280776547065
60,2001-02-01,1371.5,6297.5,266.15,0.43277744347676617,2.9654297220067747,0.0644101159036552,-0.3279387223232906,-0.49757401817055263,-0.49564565930934507
61,2001-02-02,1359.1,6251.7998046875,268.35,0.438338503324303,2.983220342952791,0.0693030333162028,-0.32711695979166056,-0.49753333919671366,-0.49577965159750526
62,2001-02-05,1378.8,6256.39990234375,267.15,0.4749837177384961,2.942347751057241,0.06146712010260558,-0.3426180990451304,-0.4977151119247546,-0.4957246910258558
63,2001-02-06,1382.7,6269.2001953125,265.45,0.46365901948689725,2.559175796976433,0.06220599488031553,-0.34106524390662973,-0.497460628197794,-0.4958379098931661
64,2001-02-07,1387.3,6293.39990234375,263.75,0.393274735587795,2.116402204689166,0.06342617713642085,-0.3050572563958549,-0.4963631672641011,-0.49505065681227756
65,2001-02-08,1370.65,6225.60009765625,263.4,0.3765405589677471,2.208362566789674,0.06236950824538212,-0.2970383948205761,-0.4963685844611792,-0.4947357820969483
66,2001-02-09,1395.55,6206.10009765625,260.85,0.42548974986794974,2.154884771804518,0.065759176219359,-0.32058789909765745,-0.49673797048729246,-0.4956362289242561
67,2001-02-12,1405.7,6164.2998046875,261.35,0.3980179661718921,2.0844959569139974,0.06595464717926802,-0.3031984865345005,-0.49632089567382937,-0.4951885899297528
68,2001-02-13,1402.2,6241.39990234375,261.45,0.3652066839387089,2.205911293950521,0.061589346852088056,-0.3008809608177687,-0.49665736005675926,-0.4951565202419584
69,2001-02-14,1393.15,6228.5,260.65,0.3949375664155923,2.15475945019989,0.061675105021066656,-0.31930721350723634,-0.4969046892516233,-0.4956277639299784
70,2001-02-15,1393.35,6176.2001953125,259.75,0.3665330117215717,2.1511946164291658,0.06167234583352865,-0.3018740322266028,-0.4966138786257319,-0.495192186895273
71,2001-02-16,1415.85,6197.89990234375,255.95,0.3539281876808218,2.166141714191326,0.06986548141046,-0.28597443112338394,-0.496264649401453,-0.4953193509411459
72,2001-02-19,1381.4,6088.2998046875,258.75,0.47130607354370113,2.2315516018388735,0.07737733568259841,-0.3310323354762492,-0.49687887957993304,-0.4962574343873066
73,2001-02-20,1384.85,6094.0,259.65,0.4224317668684989,1.895029423863889,0.078266159216696,-0.3056403609572419,-0.4958393952465177,-0.4957191415397343
74,2001-02-21,1383.9,5980.10009765625,256.45,0.556823850403589,2.1393948640420604,0.08204107061399668,-0.37275693515110786,-0.4975867966515832,-0.4973436357923141
75,2001-02-22,1370.05,5972.39990234375,258.75,0.4293746405211323,2.1275476052801423,0.08607348999132114,-0.31485303145683696,-0.4965424608112069,-0.4963244798996569
76,2001-02-23,1355.1,6003.10009765625,258.7,0.44311795738258297,2.155615163609582,0.0831210978569743,-0.32580485060233844,-0.496785656672558,-0.49645167871619217
77,2001-02-26,1320.9,5943.7001953125,261.75,0.5011530044192227,2.1889558211319127,0.09064691055419871,-0.3434851640272818,-0.4969683763649853,-0.4968005261583135
78,2001-02-27,1312.45,5916.7001953125,267.0,0.4801420939120362,2.093547648782078,0.10633915040850184,-0.3364154887773435,-0.49674231410269365,-0.497060691582388
79,2001-02-28,1295.3,5941.2001953125,268.05,0.5491908655141629,2.0987334668811854,0.10613290586437074,-0.3702378038661668,-0.49736847399453815,-0.49760986962984716
80,2001-03-01,1351.75,5917.89990234375,267.15,0.6641503766958294,2.0527984180012027,0.10602437138444998,-0.36576434376935096,-0.4967806784227867,-0.49713595262236276
81,2001-03-02,1360.25,5908.60009765625,265.05,0.5580566706088348,2.0205964270166987,0.10360018596784926,-0.34463941204064397,-0.4965595824230631,-0.4969402324458342
82,2001-03-05,1304.85,5858.60009765625,262.65,0.621432538398949,2.0194520741824817,0.10512249497955395,-0.3488417041317212,-0.4962366834902199,-0.496702121040533
83,2001-03-07,1272.8,6012.0,260.65,0.7031038982427731,2.699533638291996,0.10315905228287647,-0.3781324670576976,-0.49748848801081963,-0.497210129629553
84,2001-03-08,1290.85,6001.7998046875,262.45,0.7220146270693704,2.691165868198823,0.10562818032747145,-0.38164655578171275,-0.4975552226133685,-0.49732694559422613
85,2001-03-09,1292.7,6003.2001953125,267.38,0.7116543960127615,2.68359196255642,0.11810515581669279,-0.3777123263625196,-0.4974753771502611,-0.49745057128855874
86,2001-03-12,1253.25,5917.2998046875,272.2,0.6929990572876932,2.712961787390668,0.1274566034269924,-0.3664407960115854,-0.4971945674036401,-0.49724295439795096
87,2001-03-13,1197.85,5826.5,272.65,0.7755295367615531,2.732873465717603,0.12747358674411657,-0.3839468863538754,-0.49738115742579503,-0.49737429139402983
88,2001-03-14,1125.15,5720.7001953125,268.65,0.8733623676910156,2.8202521563334813,0.12966131744011022,-0.40390022882746823,-0.49767150166667984,-0.49763235920214505
89,2001-03-15,1191.6,5625.89990234375,263.85,1.1120080711100968,2.86027383731016,0.13683809522279944,-0.4092816006938128,-0.49750565336253766,-0.49754430747769546
90,2001-03-16,1216.9,5729.2001953125,260.85,1.1865191488968776,3.0426304656366483,0.13876135973936243,-0.41480733093007593,-0.4976735739445781,-0.4976765325625247
91,2001-03-19,1192.85,5562.7998046875,258.8,1.1420771225033945,3.2607580996877914,0.13886647675062136,-0.408131325193658,-0.49767818652481927,-0.4975169486885562
92,2001-03-20,1186.8,5551.60009765625,260.85,1.1906790064866186,3.2554774154396,0.14138387139578867,-0.4217258097834433,-0.4979860871203857,-0.49786830578461116
93,2001-03-21,1168.8,5646.7998046875,262.05,1.1365861365924843,3.5052565740829777,0.13641362676366953,-0.4173777187329238,-0.4979984230994003,-0.4977253981116618
94,2001-03-22,1206.45,5540.7001953125,263.15,1.2339375990783878,3.4538326770934873,0.13465499330004604,-0.42089164883112373,-0.4980153082631081,-0.4977087712468256
95,2001-03-23,1187.6,5314.7998046875,262.25,1.2524698935711172,3.8195469155848514,0.1345231506575999,-0.42957184814001764,-0.4983495999175011,-0.4979382227939771
96,2001-03-26,1159.85,5402.2998046875,262.15,1.1739022444519378,3.991559771694938,0.12974135622209815,-0.4159258441733341,-0.4981169564037782,-0.4974989759834395
97,2001-03-27,1161.6,5576.60009765625,262.45,1.179980964173751,4.595815070378194,0.12809261245212156,-0.4163737155477574,-0.49823467712436276,-0.4974787578837351
98,2001-03-28,1177.55,5728.10009765625,260.9,1.2222075810936985,5.007158048612837,0.12849274382205067,-0.41929528680767875,-0.49831839718128446,-0.49755278450074003
99,2001-03-29,1204.9,5614.0,260.2,1.2757737028996416,4.991842790163901,0.12461730206490529,-0.4219842933998198,-0.49836102156624046,-0.49755153819460374
100,2001-03-30,1195.05,5588.39990234375,259.15,1.3072337772977107,4.971360697803448,0.11180451204324982,-0.43125882078144895,-0.4985052412586428,-0.4976283831805018
101,2001-04-02,1148.1,5633.7001953125,257.75,1.2703892135776869,5.031652831557949,0.11065692196325472,-0.42570722401382005,-0.49838688105751505,-0.4973697956342297
