,Date,open_nifty,open_ftse,open_gold,put_price_nifty,put_price_ftse,put_price_gold,delta_nifty,delta_ftse,delta_gold
102,2001-04-03,1136.65,5618.5,255.7,1.1503202076531238,5.017050376594398,0.11084005896076121,-0.41993591292479016,-0.4983772777369855,-0.497371381469971
103,2001-04-04,1146.1,5463.10009765625,257.35,1.1777804808754126,5.070869957472041,0.11239674162160895,-0.42379918133197414,-0.49845777991309126,-0.497500764262897
104,2001-04-06,1137.55,5621.7998046875,258.5,1.096066494257684,5.509827583597598,0.11176182987054517,-0.4157166138023201,-0.498417710760122,-0.4973206189169222
105,2001-04-09,1137.6,5601.5,260.05,1.062293653787492,5.2433238943613105,0.11201316919320448,-0.41002579738050887,-0.4983231660562072,-0.497171392251145
106,2001-04-10,1129.1,5663.2998046875,258.05,0.9911203565551432,5.356880557790191,0.11101893605845703,-0.396334497529905,-0.4981610603986275,-0.49679931663123195
107,2001-04-11,1104.9,5803.0,257.75,1.0299729222618907,5.710213431036209,0.09800080896252439,-0.41139754683963325,-0.4983830783328986,-0.49691750026075177
108,2001-04-12,1066.75,5788.10009765625,258.85,1.000772326520405,5.642423477549528,0.0848710612452237,-0.41127815072424007,-0.4983679034437185,-0.4964600447516405
109,2001-04-17,1044.85,5766.60009765625,262.85,0.9372941573757316,5.557692435787885,0.09742118137484113,-0.4105131646345843,-0.49839770604291134,-0.49692019621343647
110,2001-04-18,1066.5,5761.10009765625,261.0,0.890258869589502,5.452037050524723,0.09155784702863912,-0.41915465642846594,-0.4985972819981986,-0.4973316081348382
111,2001-04-19,1103.6,5890.2001953125,261.15,0.7329436248345473,5.608323711294815,0.07969166750586965,-0.3886642012096632,-0.4983844496452344,-0.4963222830751607
112,2001-04-20,1145.75,5871.60009765625,265.25,0.8218050275903579,5.510224190894405,0.08562320203137119,-0.3938237740616456,-0.49836473859278724,-0.49647535596567227
113,2001-04-23,1144.05,5879.7998046875,264.25,0.7313944597653403,5.191513949098862,0.08275232628139406,-0.3674487440010852,-0.49802505757339727,-0.49556105915919463
114,2001-04-24,1149.6,5871.2998046875,263.4,0.8162848413916208,5.187607717379251,0.08113942678210151,-0.3949733206495187,-0.49835109259808524,-0.49641098176631415
115,2001-04-25,1146.5,5840.2998046875,264.25,0.7874987398380995,5.10182834675652,0.08093458054358393,-0.3887489603860481,-0.49828111240291956,-0.4962202824397138
116,2001-04-26,1155.4,5827.5,262.6,0.7425937739892561,4.945330486256353,0.08154264079857398,-0.38619390354266436,-0.49829901447050545,-0.4963826200402407
117,2001-04-27,1143.65,5868.2998046875,264.25,0.7624772774515236,4.227519331899202,0.08323930540365154,-0.39808568287830803,-0.49830752937753114,-0.49681382663844736
118,2001-04-30,1101.45,5951.39990234375,263.9,0.7104663177814814,4.261516067515913,0.08301887405616526,-0.3775460741690586,-0.4979527024037349,-0.4960257644733481
119,2001-05-02,1125.45,5928.0,264.4,0.7677963957824545,3.9083544522177363,0.08328746037307155,-0.3848848449489144,-0.4979006419902577,-0.4961627750834606
120,2001-05-03,1137.15,5904.2001953125,265.25,0.7695996412788304,3.6112635698882514,0.0820315261654514,-0.3839703432757642,-0.4977806460959369,-0.49608466607004437
121,2001-05-04,1121.45,5765.7998046875,266.0,0.7812019723411368,3.608099481715726,0.08201460024136509,-0.39915170017068835,-0.4981098105697032,-0.49666232392448545
122,2001-05-08,1139.25,5870.2998046875,266.0,0.7411440522668613,3.7764696100330184,0.08067664879317249,-0.3763517539521189,-0.49775584279821833,-0.49580000855967316
123,2001-05-09,1149.9,5886.39990234375,265.05,0.7514038823960618,3.7761472484135084,0.0796952302366094,-0.3985808167560333,-0.4982233765943896,-0.4967611531853858
124,2001-05-10,1149.1,5893.7001953125,269.75,0.6835031803479978,3.765946552938658,0.08778271770952983,-0.3751267367327539,-0.4978827621434563,-0.49632809464217537
125,2001-05-11,1144.1,5964.0,269.05,0.6319985258172665,3.360792733859398,0.08765623541066248,-0.3567105793152706,-0.4973752771773496,-0.495807668012822
126,2001-05-14,1140.45,5896.7998046875,268.05,0.7202767139311845,3.069616338988908,0.08863956988773225,-0.3926077055921211,-0.49786261229334267,-0.4968905496950625
127,2001-05-15,1140.75,5690.5,268.45,0.7075088385878416,3.6245052572944587,0.08791247721276818,-0.38770358016546447,-0.4980735155555522,-0.4967250411625591
128,2001-05-16,1147.1,5842.89990234375,268.5,0.6887869673859086,3.9762510911464233,0.08420640644149557,-0.3797459633500717,-0.4980483771307931,-0.4963691607876545
129,2001-05-17,1151.2,5884.0,272.05,0.6760406605665708,3.7663753474912482,0.09020496952388157,-0.38291024740236057,-0.49806923399804676,-0.4967407454924519
130,2001-05-18,1175.0,5904.5,273.6,0.6439892377112528,3.779299565088877,0.09111540049789824,-0.3867045785633839,-0.49824599260056734,-0.4970900798632461
131,2001-05-21,1172.95,5915.0,286.5,0.5497096547530873,3.7717722682491512,0.1552380479776616,-0.3591423766408274,-0.49796745285649213,-0.49771452476576367
132,2001-05-22,1169.5,5941.60009765625,285.5,0.5668647197749124,3.793135893719409,0.15299614196570133,-0.37226028965208513,-0.49816039960462194,-0.49792274623511557
133,2001-05-23,1168.25,5976.60009765625,285.5,0.446998957441167,3.5981450229110123,0.15296806645372385,-0.3371294945796215,-0.4978119807626604,-0.49761355153794723
134,2001-05-24,1179.1,5897.39990234375,283.6,0.3776587291221176,3.641152856077497,0.15097302295438908,-0.3338663173198356,-0.4980945186265615,-0.49788360690750466
135,2001-05-25,1181.95,5915.89990234375,279.25,0.31522059860066065,3.6509329924138,0.1559956408636367,-0.29237597960878225,-0.49766228592377676,-0.49748068804429124
136,2001-05-29,1193.25,5889.7998046875,277.8,0.3827918504123886,3.6489219411914746,0.1560880937366278,-0.3326041077434648,-0.4980751385081939,-0.4979393098578686
137,2001-05-30,1199.5,5863.89990234375,273.9,0.3712904184390027,3.627560685753906,0.16024256061317033,-0.32451905688737315,-0.4979927353413191,-0.49791269581566644
138,2001-05-31,1177.5,5796.89990234375,266.5,0.3678530652807126,3.6447150744766077,0.17238502192006422,-0.3146167090554615,-0.49781990906050305,-0.4978627479488441
139,2001-06-01,1168.1,5796.10009765625,265.9,0.41506974803422736,3.6227303780606235,0.1716573296215529,-0.34676517462613676,-0.49816388871255723,-0.4982018268757545
140,2001-06-04,1148.0,5809.60009765625,266.95,0.26356846342201834,3.5246555171161162,0.1723865317243849,-0.28956784022662463,-0.49786779133883957,-0.49795820137985564
141,2001-06-05,1127.15,5856.5,265.85,0.2294155802134128,3.5844212045185486,0.17198423631441528,-0.2672690617553781,-0.49769079667497024,-0.49778061860285805
142,2001-06-06,1117.5,5922.5,266.35,0.2882986167752506,3.687455901949761,0.17244594580157013,-0.3207171001173501,-0.4982246150930549,-0.4982680340090429
143,2001-06-07,1115.05,5901.5,266.55,0.2284134694345994,3.3833932297466163,0.1722746122603951,-0.27850099397842,-0.49778678604923177,-0.4979665311809552
144,2001-06-08,1112.45,5948.2998046875,266.6,0.19819797258679728,3.2750528472515725,0.17229931312610347,-0.2636512770795264,-0.4977044803095162,-0.4979539013926752
145,2001-06-11,1126.55,5950.60009765625,273.75,0.1986630042800357,3.2727621648427885,0.19061551188434578,-0.2575992960179846,-0.4976003998636766,-0.4979709696064147
146,2001-06-12,1131.05,5860.5,268.15,0.24548811290623007,3.353309698238263,0.19001778938496727,-0.2994418857027317,-0.4980516270198963,-0.49830182434263026
147,2001-06-13,1127.1,5804.0,271.85,0.24593869860734685,3.279820265303897,0.19612056572273673,-0.30092909328472106,-0.49805039469742685,-0.4983316771350277
148,2001-06-14,1128.95,5820.2001953125,272.65,0.20587707889831108,3.2341727501716377,0.19623369911960253,-0.2634523781802176,-0.4976695193615178,-0.4980526184713979
149,2001-06-15,1112.7,5752.5,275.65,0.22661388939758353,2.550699380554306,0.20034056340946904,-0.2768053018494762,-0.4972650100743708,-0.49809787658894317
150,2001-06-18,1087.75,5723.0,271.6,0.2589765041329315,2.017524583363411,0.20207654131669983,-0.2929883970418845,-0.4966834983006654,-0.49813144156677835
151,2001-06-19,1078.25,5671.60009765625,272.45,0.25451932630170404,1.991134680534742,0.1997141289124329,-0.29119049113230067,-0.49664209758959865,-0.4981004792192866
152,2001-06-20,1096.35,5680.39990234375,273.55,0.2652466408247278,1.9826536772684449,0.20031402407397536,-0.3041024660745222,-0.4969394203287478,-0.4982508720037145
153,2001-06-21,1097.9,5699.60009765625,272.55,0.2470998685304835,1.9990495605102296,0.1484450272702702,-0.28751997841993004,-0.496674059831831,-0.49769106097203
154,2001-06-22,1095.85,5641.39990234375,272.5,0.24543559229260836,1.9994607455896585,0.1484613535614585,-0.28643055340739887,-0.4966863372081617,-0.49767955012545606
155,2001-06-25,1087.1,5665.7001953125,272.55,0.2677083110581293,1.990513503024431,0.14860255080958495,-0.3062243351511239,-0.4969673963771856,-0.4978800390715678
156,2001-06-26,1066.4,5661.89990234375,273.85,0.21455529511877103,1.8803593734915012,0.14956669832105263,-0.2612207319223744,-0.495984110296101,-0.4973740446664581
157,2001-06-27,1096.6,5555.7001953125,276.25,0.33892584082053645,2.0435522843617946,0.14807507055243718,-0.3166948317733186,-0.4967401990458794,-0.49761428460680485
158,2001-06-28,1095.85,5607.89990234375,272.55,0.36557381296290714,2.1714613791232296,0.14993324961844223,-0.3405331200839019,-0.49734417875802855,-0.4979874249447612
159,2001-06-29,1094.05,5638.39990234375,269.4,0.3131443112252441,2.216166647191585,0.14651021381646956,-0.307451255014375,-0.49687326482724387,-0.4976044282159937
160,2001-07-02,1108.35,5642.5,270.8,0.36130904527971097,2.150179356849094,0.12803166738197547,-0.3361019712514068,-0.4972468491712365,-0.4976946219077486
161,2001-07-03,1097.4,5716.7001953125,269.55,0.31718054850898625,2.321982163312441,0.12785546569926964,-0.3072089189673093,-0.496926068043778,-0.4973010485727676
162,2001-07-04,1068.05,5639.89990234375,267.85,0.329785899471176,2.3915360454238908,0.12797551808790786,-0.31037964235626936,-0.49694305566654356,-0.4972334801481909
163,2001-07-05,1068.35,5600.5,267.75,0.3580870138061414,2.3333194451879535,0.12755884734858114,-0.3371185378946247,-0.49740632381185396,-0.4976736116836932
164,2001-07-06,1069.15,5549.60009765625,265.55,0.31350020220344277,2.2075097182455465,0.1282576840395393,-0.3070271533492089,-0.49682280499540526,-0.4973012761007864
165,2001-07-09,1064.8,5479.2001953125,266.45,0.32510426911221657,2.2442445113056237,0.12905615040537555,-0.3160753107281443,-0.49704603152339133,-0.4974296250556869
166,2001-07-10,1059.95,5468.89990234375,266.65,0.3148215282837441,2.148746600837967,0.1291292649036393,-0.3095789268499227,-0.496827157975939,-0.49733841023407527
167,2001-07-11,1072.15,5467.89990234375,266.4,0.2919969784226737,2.143177402666879,0.10555736581832775,-0.29150527359558964,-0.49652725966611955,-0.4965601346061429
168,2001-07-12,1083.8,5391.89990234375,268.25,0.3553564063348631,2.0983740994611253,0.09398151203981797,-0.3292764064105611,-0.4970946257225148,-0.4968166730767513
169,2001-07-13,1105.7,5481.60009765625,266.75,0.41427559942690095,2.3741178457603382,0.08640385207326062,-0.34675164698036287,-0.49747151682119983,-0.4967547923040934
